contrast_name,annotation,Test description,Reference description,Experiment_id,Data source,Platform
GSM528154.ch2-vs-GSM528154.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.10517-01_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_10517-01_afri2_in_activated_murine_macrophages,ref_GSE21113_10517-01_afri2_grown_extracellular,GSE21113,GEO,GPL10266
GSM528141.ch2-vs-GSM528141.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.10517-01_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_10517-01_afri2_in_activated_murine_macrophages,ref_GSE21113_10517-01_afri2_grown_extracellular,GSE21113,GEO,GPL10266
GSM528145.ch2-vs-GSM528145.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.12954-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_12954-03_beijing_in_activated_murine_macrophages,ref_GSE21113_12954-03_beijing_grown_extracellular,GSE21113,GEO,GPL10266
GSM528150.ch2-vs-GSM528150.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.12954-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_12954-03_beijing_in_activated_murine_macrophages,ref_GSE21113_12954-03_beijing_grown_extracellular,GSE21113,GEO,GPL10266
GSM528137.ch2-vs-GSM528137.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1500-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_1500-03_beijing_in_activated_murine_macrophages,ref_GSE21113_1500-03_beijing_grown_extracellular,GSE21113,GEO,GPL10266
GSM528142.ch2-vs-GSM528142.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1500-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_1500-03_beijing_in_activated_murine_macrophages,ref_GSE21113_1500-03_beijing_grown_extracellular,GSE21113,GEO,GPL10266
GSM528146.ch2-vs-GSM528146.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1797-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_1797-03_EAI_in_activated_murine_macrophages,ref_GSE21113_1797-03_EAI_grown_extracellular,GSE21113,GEO,GPL10266
GSM528162.ch2-vs-GSM528162.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1797-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_1797-03_EAI_in_activated_murine_macrophages,ref_GSE21113_1797-03_EAI_grown_extracellular,GSE21113,GEO,GPL10266
GSM528157.ch2-vs-GSM528157.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1934-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_1934-03_beijing_in_activated_murine_macrophages,ref_GSE21113_1934-03_beijing_grown_extracellular,GSE21113,GEO,GPL10266
GSM528164.ch2-vs-GSM528164.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.1934-03_beijing:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_1934-03_beijing_in_activated_murine_macrophages,ref_GSE21113_1934-03_beijing_grown_extracellular,GSE21113,GEO,GPL10266
GSM528152.ch2-vs-GSM528152.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2169-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2169-99_uganda_in_activated_murine_macrophages,ref_GSE21113_2169-99_uganda_grown_extracellular,GSE21113,GEO,GPL10266
GSM528158.ch2-vs-GSM528158.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2169-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2169-99_uganda_in_activated_murine_macrophages,ref_GSE21113_2169-99_uganda_grown_extracellular,GSE21113,GEO,GPL10266
GSM528151.ch2-vs-GSM528151.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2191-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2191-99_uganda_in_activated_murine_macrophages,ref_GSE21113_2191-99_uganda_grown_extracellular,GSE21113,GEO,GPL10266
GSM528155.ch2-vs-GSM528155.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2191-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2191-99_uganda_in_activated_murine_macrophages,ref_GSE21113_2191-99_uganda_grown_extracellular,GSE21113,GEO,GPL10266
GSM528148.ch2-vs-GSM528148.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2333-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2333-99_uganda_in_activated_murine_macrophages,ref_GSE21113_2333-99_uganda_grown_extracellular,GSE21113,GEO,GPL10266
GSM528160.ch2-vs-GSM528160.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2333-99_uganda:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2333-99_uganda_in_activated_murine_macrophages,ref_GSE21113_2333-99_uganda_grown_extracellular,GSE21113,GEO,GPL10266
GSM528140.ch2-vs-GSM528140.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2336-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2336-02_haarlem_in_activated_murine_macrophages,ref_GSE21113_2336-02_haarlem_grown_extracellular,GSE21113,GEO,GPL10266
GSM528166.ch2-vs-GSM528166.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.2336-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_2336-02_haarlem_in_activated_murine_macrophages,ref_GSE21113_2336-02_haarlem_grown_extracellular,GSE21113,GEO,GPL10266
GSM528136.ch2-vs-GSM528136.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4130-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_4130-02_haarlem_in_activated_murine_macrophages,ref_GSE21113_4130-02_haarlem_grown_extracellular,GSE21113,GEO,GPL10266
GSM528139.ch2-vs-GSM528139.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4130-02_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_4130-02_haarlem_in_activated_murine_macrophages,ref_GSE21113_4130-02_haarlem_grown_extracellular,GSE21113,GEO,GPL10266
GSM528135.ch2-vs-GSM528135.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4850-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_4850-03_EAI_in_activated_murine_macrophages,ref_GSE21113_4850-03_EAI_grown_extracellular,GSE21113,GEO,GPL10266
GSM528149.ch2-vs-GSM528149.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.4850-03_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_4850-03_EAI_in_activated_murine_macrophages,ref_GSE21113_4850-03_EAI_grown_extracellular,GSE21113,GEO,GPL10266
GSM528153.ch2-vs-GSM528153.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.5468-02_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_5468-02_afri2_in_activated_murine_macrophages,ref_GSE21113_5468-02_afri2_grown_extracellular,GSE21113,GEO,GPL10266
GSM528134.ch2-vs-GSM528134.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.5468-02_afri2:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_5468-02_afri2_in_activated_murine_macrophages,ref_GSE21113_5468-02_afri2_grown_extracellular,GSE21113,GEO,GPL10266
GSM528159.ch2-vs-GSM528159.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.947-01_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_947-01_EAI_in_activated_murine_macrophages,ref_GSE21113_947-01_EAI_grown_extracellular,GSE21113,GEO,GPL10266
GSM528161.ch2-vs-GSM528161.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.947-01_EAI:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_947-01_EAI_in_activated_murine_macrophages,ref_GSE21113_947-01_EAI_grown_extracellular,GSE21113,GEO,GPL10266
GSM528144.ch2-vs-GSM528144.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.9532-03_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_9532-03_haarlem_in_activated_murine_macrophages,ref_GSE21113_9532-03_haarlem_grown_extracellular,GSE21113,GEO,GPL10266
GSM528165.ch2-vs-GSM528165.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.9532-03_haarlem:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_9532-03_haarlem_in_activated_murine_macrophages,ref_GSE21113_9532-03_haarlem_grown_extracellular,GSE21113,GEO,GPL10266
GSM528163.ch2-vs-GSM528163.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_H37Rv_in_activated_murine_macrophages,ref_GSE21113_H37Rv_grown_extracellular,GSE21113,GEO,GPL10266
GSM528167.ch2-vs-GSM528167.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD600:0.5_MACROPHAGE_MURINE.ACTIVE:+1,test_GSE21113_H37Rv_in_activated_murine_macrophages,ref_GSE21113_H37Rv_grown_extracellular,GSE21113,GEO,GPL10266
GSM216623.ch1-vs-GSM216623.ch2,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50-48µM,test_GSE8732_H37Rv_grew_in_iron_deficient_2¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216624.ch1-vs-GSM216624.ch2,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50-48µM,test_GSE8732_H37Rv_grew_in_iron_deficient_2¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216625.ch1-vs-GSM216625.ch2,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50-48µM,test_GSE8732_H37Rv_grew_in_iron_deficient_2¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216626.ch1-vs-GSM216626.ch2,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50-48µM,test_GSE8732_H37Rv_grew_in_iron_deficient_2¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216627.ch1-vs-GSM216627.ch2,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50-48µM,test_GSE8732_H37Rv_grew_in_iron_deficient_2¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216628.ch1-vs-GSM216628.ch2,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50-48µM,test_GSE8732_H37Rv_grew_in_iron_deficient_2¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216629.ch2-vs-GSM216629.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:+1,test_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216630.ch2-vs-GSM216630.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:+1,test_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216631.ch2-vs-GSM216631.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:+1,test_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216632.ch2-vs-GSM216632.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:+1,test_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216633.ch2-vs-GSM216633.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:+1,test_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216634.ch2-vs-GSM216634.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:+1,test_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_H37Rv_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216636.ch2-vs-GSM216636.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:1_ideR_Rv2711.COMPLEMENT:+1,test_GSE8732_ST52_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216635.ch2-vs-GSM216635.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:1_ideR_Rv2711.COMPLEMENT:+1,test_GSE8732_ST52_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216637.ch2-vs-GSM216637.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.COMPLEMENT:+1,test_GSE8732_ST52_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216638.ch2-vs-GSM216638.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:1_ideR_Rv2711.COMPLEMENT:+1,test_GSE8732_ST52_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216639.ch2-vs-GSM216639.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:1_ideR_Rv2711.COMPLEMENT:+1,test_GSE8732_ST52_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM216640.ch2-vs-GSM216640.ch1,MEDIUM.MM:1_STRAIN.H37Rv:1_FeCl3:50µM_ideR_Rv2711.DELETION+MUT:1_ideR_Rv2711.COMPLEMENT:+1,test_GSE8732_ST52_grew_in_iron_sufficient_50¬µM_FeCl3,ref_GSE8732_ST22_grew_in_iron_sufficient_50¬µM_FeCl3,GSE8732,GEO,GPL2787
GSM214900.ch2-vs-GSM214900.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:+1,test_GSE8664_H37Rv_sigE_mutant,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214901.ch2-vs-GSM214901.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:+1,test_GSE8664_H37Rv_sigE_mutant,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214902.ch2-vs-GSM214902.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:+1,test_GSE8664_H37Rv_sigE_mutant,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214903.ch2-vs-GSM214903.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_SDS,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214905.ch2-vs-GSM214905.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_SDS,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214904.ch2-vs-GSM214904.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_SDS,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214906.ch2-vs-GSM214906.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_SDS,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214907.ch2-vs-GSM214907.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_SDS,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214908.ch2-vs-GSM214908.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_SDS,ref_GSE8664_H37Rv,GSE8664,GEO,GPL2787
GSM214910.ch2-vs-GSM214910.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_sigE_mutant_SDS,ref_GSE8664_H37Rv_sigE_mutant,GSE8664,GEO,GPL2787
GSM214909.ch2-vs-GSM214909.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_sigE_mutant_SDS,ref_GSE8664_H37Rv_sigE_mutant,GSE8664,GEO,GPL2787
GSM214911.ch2-vs-GSM214911.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_sigE_mutant_SDS,ref_GSE8664_H37Rv_sigE_mutant,GSE8664,GEO,GPL2787
GSM214912.ch2-vs-GSM214912.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_sigE_mutant_SDS,ref_GSE8664_H37Rv_sigE_mutant,GSE8664,GEO,GPL2787
GSM214914.ch2-vs-GSM214914.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_sigE_mutant_SDS,ref_GSE8664_H37Rv_sigE_mutant,GSE8664,GEO,GPL2787
GSM214913.ch2-vs-GSM214913.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigE_Rv1221.DELETION:1_SDS:0.05vol%_SDS.TIME:90min,test_GSE8664_H37Rv_sigE_mutant_SDS,ref_GSE8664_H37Rv_sigE_mutant,GSE8664,GEO,GPL2787
GSM215378.ch2-vs-GSM215378.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_sigH_Rv3223c.DELETION:+1,test_GSE8689_H37Rv_sigH_mutant,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215380.ch2-vs-GSM215380.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_sigH_Rv3223c.DELETION:+1,test_GSE8689_H37Rv_sigH_mutant,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215379.ch2-vs-GSM215379.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_sigH_Rv3223c.DELETION:+1,test_GSE8689_H37Rv_sigH_mutant,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215381.ch2-vs-GSM215381.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_exposed_tp_5mM_diamide_for_60min,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215382.ch2-vs-GSM215382.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_exposed_tp_5mM_diamide_for_60min,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215383.ch2-vs-GSM215383.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_exposed_tp_5mM_diamide_for_60min,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215386.ch2-vs-GSM215386.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_exposed_tp_5mM_diamide_for_60min,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215384.ch2-vs-GSM215384.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_exposed_tp_5mM_diamide_for_60min,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215385.ch2-vs-GSM215385.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_exposed_tp_5mM_diamide_for_60min,ref_GSE8689_H37Rv,GSE8689,GEO,GPL2787
GSM215388.ch2-vs-GSM215388.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigH_Rv3223c.DELETION:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_sigH_mutant_exposed_to_5mM_diamide_for_60min,ref_GSE8689_H37Rv_sigH_mutant,GSE8689,GEO,GPL2787
GSM215387.ch2-vs-GSM215387.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigH_Rv3223c.DELETION:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_sigH_mutant_exposed_to_5mM_diamide_for_60min,ref_GSE8689_H37Rv_sigH_mutant,GSE8689,GEO,GPL2787
GSM215389.ch2-vs-GSM215389.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigH_Rv3223c.DELETION:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_sigH_mutant_exposed_to_5mM_diamide_for_60min,ref_GSE8689_H37Rv_sigH_mutant,GSE8689,GEO,GPL2787
GSM215391.ch2-vs-GSM215391.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigH_Rv3223c.DELETION:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_sigH_mutant_exposed_to_5mM_diamide_for_60min,ref_GSE8689_H37Rv_sigH_mutant,GSE8689,GEO,GPL2787
GSM215392.ch2-vs-GSM215392.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigH_Rv3223c.DELETION:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_sigH_mutant_exposed_to_5mM_diamide_for_60min,ref_GSE8689_H37Rv_sigH_mutant,GSE8689,GEO,GPL2787
GSM215390.ch2-vs-GSM215390.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_sigH_Rv3223c.DELETION:1_TEMPERATURE:37°C_DIAMIDE:5mM_DIAMIDE.TIME:60min,test_GSE8689_H37Rv_sigH_mutant_exposed_to_5mM_diamide_for_60min,ref_GSE8689_H37Rv_sigH_mutant,GSE8689,GEO,GPL2787
GSM91331.ch2-vs-GSM91342.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Ra:+1_MEDIUM.DUBOS:+1,test_GSE3999_H37Ra_grown_on_dubos_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91359.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Rv_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91343.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1,test_GSE3999_H37Rv_grown_on_7H9_media_shaking,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
GSM91334.ch2-vs-GSM91342.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ROLLING:+1_SHAKING:-1,test_GSE3999_H37Rv_grown_on_7H9_media_rolling,ref_GSE3999_H37Rv_grown_on_7H9_media_shaking,GSE3999,GEO,GPL2787
