ContrastName	TestAnnotation
GSM218258.ch2-vs-GSM218258.ch1	OXYGEN:-1
GSM218258.ch2-vs-GSM218258.ch1	MEDIUM.DUBOS:1
GSM218258.ch2-vs-GSM218258.ch1	STRAIN.1254:1
GSM218258.ch2-vs-GSM218258.ch1	TIME:20160min
GSM218258.ch2-vs-GSM218258.ch1	GROWTH.NRP2:+1
GSM218260.ch2-vs-GSM218260.ch1	OXYGEN:-1
GSM218260.ch2-vs-GSM218260.ch1	MEDIUM.DUBOS:1
GSM218260.ch2-vs-GSM218260.ch1	STRAIN.1254:1
GSM218260.ch2-vs-GSM218260.ch1	TIME:20160min
GSM218260.ch2-vs-GSM218260.ch1	GROWTH.NRP2:+1
GSM218259.ch2-vs-GSM218259.ch1	OXYGEN:-1
GSM218259.ch2-vs-GSM218259.ch1	MEDIUM.DUBOS:1
GSM218259.ch2-vs-GSM218259.ch1	STRAIN.1254:1
GSM218259.ch2-vs-GSM218259.ch1	TIME:20160min
GSM218259.ch2-vs-GSM218259.ch1	GROWTH.NRP2:+1
GSM218261.ch2-vs-GSM218261.ch1	OXYGEN:-1
GSM218261.ch2-vs-GSM218261.ch1	MEDIUM.DUBOS:1
GSM218261.ch2-vs-GSM218261.ch1	STRAIN.1254:1
GSM218261.ch2-vs-GSM218261.ch1	TIME:20160min
GSM218261.ch2-vs-GSM218261.ch1	GROWTH.NRP2:+1
GSM218263.ch2-vs-GSM218263.ch1	OXYGEN:-1
GSM218263.ch2-vs-GSM218263.ch1	MEDIUM.DUBOS:1
GSM218263.ch2-vs-GSM218263.ch1	STRAIN.1254:1
GSM218263.ch2-vs-GSM218263.ch1	TIME:20160min
GSM218263.ch2-vs-GSM218263.ch1	GROWTH.NRP2:+1
GSM218262.ch2-vs-GSM218262.ch1	OXYGEN:-1
GSM218262.ch2-vs-GSM218262.ch1	MEDIUM.DUBOS:1
GSM218262.ch2-vs-GSM218262.ch1	STRAIN.1254:1
GSM218262.ch2-vs-GSM218262.ch1	TIME:20160min
GSM218262.ch2-vs-GSM218262.ch1	GROWTH.NRP2:+1
GSM218264.ch2-vs-GSM218264.ch1	OXYGEN:-1
GSM218264.ch2-vs-GSM218264.ch1	MEDIUM.DUBOS:1
GSM218264.ch2-vs-GSM218264.ch1	STRAIN.1254:1
GSM218264.ch2-vs-GSM218264.ch1	TIME:20160min
GSM218264.ch2-vs-GSM218264.ch1	GROWTH.NRP2:+1
GSM218266.ch2-vs-GSM218266.ch1	OXYGEN:-1
GSM218266.ch2-vs-GSM218266.ch1	MEDIUM.DUBOS:1
GSM218266.ch2-vs-GSM218266.ch1	STRAIN.1254:1
GSM218266.ch2-vs-GSM218266.ch1	TIME:28800min
GSM218266.ch2-vs-GSM218266.ch1	GROWTH.NRP2:+1
GSM218265.ch2-vs-GSM218265.ch1	OXYGEN:-1
GSM218265.ch2-vs-GSM218265.ch1	MEDIUM.DUBOS:1
GSM218265.ch2-vs-GSM218265.ch1	STRAIN.1254:1
GSM218265.ch2-vs-GSM218265.ch1	TIME:28800min
GSM218265.ch2-vs-GSM218265.ch1	GROWTH.NRP2:+1
GSM218267.ch2-vs-GSM218267.ch1	OXYGEN:-1
GSM218267.ch2-vs-GSM218267.ch1	MEDIUM.DUBOS:1
GSM218267.ch2-vs-GSM218267.ch1	STRAIN.1254:1
GSM218267.ch2-vs-GSM218267.ch1	TIME:43200min
GSM218267.ch2-vs-GSM218267.ch1	GROWTH.NRP_LATE:+1
GSM218268.ch2-vs-GSM218268.ch1	OXYGEN:-1
GSM218268.ch2-vs-GSM218268.ch1	MEDIUM.DUBOS:1
GSM218268.ch2-vs-GSM218268.ch1	STRAIN.1254:1
GSM218268.ch2-vs-GSM218268.ch1	TIME:43200min
GSM218268.ch2-vs-GSM218268.ch1	GROWTH.NRP_LATE:+1
GSM218269.ch2-vs-GSM218269.ch1	OXYGEN:-1
GSM218269.ch2-vs-GSM218269.ch1	MEDIUM.DUBOS:1
GSM218269.ch2-vs-GSM218269.ch1	STRAIN.1254:1
GSM218269.ch2-vs-GSM218269.ch1	TIME:115200min
GSM218269.ch2-vs-GSM218269.ch1	GROWTH.NRP_LATE:+1
GSM218270.ch2-vs-GSM218270.ch1	OXYGEN:-1
GSM218270.ch2-vs-GSM218270.ch1	MEDIUM.DUBOS:1
GSM218270.ch2-vs-GSM218270.ch1	STRAIN.1254:1
GSM218270.ch2-vs-GSM218270.ch1	TIME:115200min
GSM218270.ch2-vs-GSM218270.ch1	GROWTH.NRP_LATE:+1
GSM218271.ch2-vs-GSM218271.ch1	OXYGEN:-1
GSM218271.ch2-vs-GSM218271.ch1	MEDIUM.DUBOS:1
GSM218271.ch2-vs-GSM218271.ch1	STRAIN.1254:1
GSM218271.ch2-vs-GSM218271.ch1	TIME:115200min
GSM218271.ch2-vs-GSM218271.ch1	GROWTH.NRP_LATE:+1
GSM218272.ch2-vs-GSM218272.ch1	OXYGEN:-1
GSM218272.ch2-vs-GSM218272.ch1	MEDIUM.DUBOS:1
GSM218272.ch2-vs-GSM218272.ch1	STRAIN.1254:1
GSM218272.ch2-vs-GSM218272.ch1	TIME:115200min
GSM218272.ch2-vs-GSM218272.ch1	GROWTH.NRP_LATE:+1
GSM528143.ch2-vs-GSM528143.ch1	MEDIUM.7H9:1
GSM528143.ch2-vs-GSM528143.ch1	GROWTH.EXPONENTIAL:1
GSM528143.ch2-vs-GSM528143.ch1	STRAIN.CDC1551:1
GSM528143.ch2-vs-GSM528143.ch1	TEMPERATURE:37°C
GSM528143.ch2-vs-GSM528143.ch1	OD600:0.5
GSM528143.ch2-vs-GSM528143.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528147.ch2-vs-GSM528147.ch1	MEDIUM.7H9:1
GSM528147.ch2-vs-GSM528147.ch1	GROWTH.EXPONENTIAL:1
GSM528147.ch2-vs-GSM528147.ch1	STRAIN.CDC1551:1
GSM528147.ch2-vs-GSM528147.ch1	TEMPERATURE:37°C
GSM528147.ch2-vs-GSM528147.ch1	OD600:0.5
GSM528147.ch2-vs-GSM528147.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528138.ch2-vs-GSM528138.ch1	MEDIUM.7H9:1
GSM528138.ch2-vs-GSM528138.ch1	GROWTH.EXPONENTIAL:1
GSM528138.ch2-vs-GSM528138.ch1	STRAIN.10514-01_afri2:1
GSM528138.ch2-vs-GSM528138.ch1	TEMPERATURE:37°C
GSM528138.ch2-vs-GSM528138.ch1	OD600:0.5
GSM528138.ch2-vs-GSM528138.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528156.ch2-vs-GSM528156.ch1	MEDIUM.7H9:1
GSM528156.ch2-vs-GSM528156.ch1	GROWTH.EXPONENTIAL:1
GSM528156.ch2-vs-GSM528156.ch1	STRAIN.10514-01_afri2:1
GSM528156.ch2-vs-GSM528156.ch1	TEMPERATURE:37°C
GSM528156.ch2-vs-GSM528156.ch1	OD600:0.5
GSM528156.ch2-vs-GSM528156.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528154.ch2-vs-GSM528154.ch1	MEDIUM.7H9:1
GSM528154.ch2-vs-GSM528154.ch1	GROWTH.EXPONENTIAL:1
GSM528154.ch2-vs-GSM528154.ch1	STRAIN.10517-01_afri2:1
GSM528154.ch2-vs-GSM528154.ch1	TEMPERATURE:37°C
GSM528154.ch2-vs-GSM528154.ch1	OD600:0.5
GSM528154.ch2-vs-GSM528154.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528141.ch2-vs-GSM528141.ch1	MEDIUM.7H9:1
GSM528141.ch2-vs-GSM528141.ch1	GROWTH.EXPONENTIAL:1
GSM528141.ch2-vs-GSM528141.ch1	STRAIN.10517-01_afri2:1
GSM528141.ch2-vs-GSM528141.ch1	TEMPERATURE:37°C
GSM528141.ch2-vs-GSM528141.ch1	OD600:0.5
GSM528141.ch2-vs-GSM528141.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528145.ch2-vs-GSM528145.ch1	MEDIUM.7H9:1
GSM528145.ch2-vs-GSM528145.ch1	GROWTH.EXPONENTIAL:1
GSM528145.ch2-vs-GSM528145.ch1	STRAIN.12954-03_beijing:1
GSM528145.ch2-vs-GSM528145.ch1	TEMPERATURE:37°C
GSM528145.ch2-vs-GSM528145.ch1	OD600:0.5
GSM528145.ch2-vs-GSM528145.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528150.ch2-vs-GSM528150.ch1	MEDIUM.7H9:1
GSM528150.ch2-vs-GSM528150.ch1	GROWTH.EXPONENTIAL:1
GSM528150.ch2-vs-GSM528150.ch1	STRAIN.12954-03_beijing:1
GSM528150.ch2-vs-GSM528150.ch1	TEMPERATURE:37°C
GSM528150.ch2-vs-GSM528150.ch1	OD600:0.5
GSM528150.ch2-vs-GSM528150.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528137.ch2-vs-GSM528137.ch1	MEDIUM.7H9:1
GSM528137.ch2-vs-GSM528137.ch1	GROWTH.EXPONENTIAL:1
GSM528137.ch2-vs-GSM528137.ch1	STRAIN.1500-03_beijing:1
GSM528137.ch2-vs-GSM528137.ch1	TEMPERATURE:37°C
GSM528137.ch2-vs-GSM528137.ch1	OD600:0.5
GSM528137.ch2-vs-GSM528137.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528142.ch2-vs-GSM528142.ch1	MEDIUM.7H9:1
GSM528142.ch2-vs-GSM528142.ch1	GROWTH.EXPONENTIAL:1
GSM528142.ch2-vs-GSM528142.ch1	STRAIN.1500-03_beijing:1
GSM528142.ch2-vs-GSM528142.ch1	TEMPERATURE:37°C
GSM528142.ch2-vs-GSM528142.ch1	OD600:0.5
GSM528142.ch2-vs-GSM528142.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528146.ch2-vs-GSM528146.ch1	MEDIUM.7H9:1
GSM528146.ch2-vs-GSM528146.ch1	GROWTH.EXPONENTIAL:1
GSM528146.ch2-vs-GSM528146.ch1	STRAIN.1797-03_EAI:1
GSM528146.ch2-vs-GSM528146.ch1	TEMPERATURE:37°C
GSM528146.ch2-vs-GSM528146.ch1	OD600:0.5
GSM528146.ch2-vs-GSM528146.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528162.ch2-vs-GSM528162.ch1	MEDIUM.7H9:1
GSM528162.ch2-vs-GSM528162.ch1	GROWTH.EXPONENTIAL:1
GSM528162.ch2-vs-GSM528162.ch1	STRAIN.1797-03_EAI:1
GSM528162.ch2-vs-GSM528162.ch1	TEMPERATURE:37°C
GSM528162.ch2-vs-GSM528162.ch1	OD600:0.5
GSM528162.ch2-vs-GSM528162.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528157.ch2-vs-GSM528157.ch1	MEDIUM.7H9:1
GSM528157.ch2-vs-GSM528157.ch1	GROWTH.EXPONENTIAL:1
GSM528157.ch2-vs-GSM528157.ch1	STRAIN.1934-03_beijing:1
GSM528157.ch2-vs-GSM528157.ch1	TEMPERATURE:37°C
GSM528157.ch2-vs-GSM528157.ch1	OD600:0.5
GSM528157.ch2-vs-GSM528157.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528164.ch2-vs-GSM528164.ch1	MEDIUM.7H9:1
GSM528164.ch2-vs-GSM528164.ch1	GROWTH.EXPONENTIAL:1
GSM528164.ch2-vs-GSM528164.ch1	STRAIN.1934-03_beijing:1
GSM528164.ch2-vs-GSM528164.ch1	TEMPERATURE:37°C
GSM528164.ch2-vs-GSM528164.ch1	OD600:0.5
GSM528164.ch2-vs-GSM528164.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528152.ch2-vs-GSM528152.ch1	MEDIUM.7H9:1
GSM528152.ch2-vs-GSM528152.ch1	GROWTH.EXPONENTIAL:1
GSM528152.ch2-vs-GSM528152.ch1	STRAIN.2169-99_uganda:1
GSM528152.ch2-vs-GSM528152.ch1	TEMPERATURE:37°C
GSM528152.ch2-vs-GSM528152.ch1	OD600:0.5
GSM528152.ch2-vs-GSM528152.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528158.ch2-vs-GSM528158.ch1	MEDIUM.7H9:1
GSM528158.ch2-vs-GSM528158.ch1	GROWTH.EXPONENTIAL:1
GSM528158.ch2-vs-GSM528158.ch1	STRAIN.2169-99_uganda:1
GSM528158.ch2-vs-GSM528158.ch1	TEMPERATURE:37°C
GSM528158.ch2-vs-GSM528158.ch1	OD600:0.5
GSM528158.ch2-vs-GSM528158.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528151.ch2-vs-GSM528151.ch1	MEDIUM.7H9:1
GSM528151.ch2-vs-GSM528151.ch1	GROWTH.EXPONENTIAL:1
GSM528151.ch2-vs-GSM528151.ch1	STRAIN.2191-99_uganda:1
GSM528151.ch2-vs-GSM528151.ch1	TEMPERATURE:37°C
GSM528151.ch2-vs-GSM528151.ch1	OD600:0.5
GSM528151.ch2-vs-GSM528151.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528155.ch2-vs-GSM528155.ch1	MEDIUM.7H9:1
GSM528155.ch2-vs-GSM528155.ch1	GROWTH.EXPONENTIAL:1
GSM528155.ch2-vs-GSM528155.ch1	STRAIN.2191-99_uganda:1
GSM528155.ch2-vs-GSM528155.ch1	TEMPERATURE:37°C
GSM528155.ch2-vs-GSM528155.ch1	OD600:0.5
GSM528155.ch2-vs-GSM528155.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528148.ch2-vs-GSM528148.ch1	MEDIUM.7H9:1
GSM528148.ch2-vs-GSM528148.ch1	GROWTH.EXPONENTIAL:1
GSM528148.ch2-vs-GSM528148.ch1	STRAIN.2333-99_uganda:1
GSM528148.ch2-vs-GSM528148.ch1	TEMPERATURE:37°C
GSM528148.ch2-vs-GSM528148.ch1	OD600:0.5
GSM528148.ch2-vs-GSM528148.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528160.ch2-vs-GSM528160.ch1	MEDIUM.7H9:1
GSM528160.ch2-vs-GSM528160.ch1	GROWTH.EXPONENTIAL:1
GSM528160.ch2-vs-GSM528160.ch1	STRAIN.2333-99_uganda:1
GSM528160.ch2-vs-GSM528160.ch1	TEMPERATURE:37°C
GSM528160.ch2-vs-GSM528160.ch1	OD600:0.5
GSM528160.ch2-vs-GSM528160.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528140.ch2-vs-GSM528140.ch1	MEDIUM.7H9:1
GSM528140.ch2-vs-GSM528140.ch1	GROWTH.EXPONENTIAL:1
GSM528140.ch2-vs-GSM528140.ch1	STRAIN.2336-02_haarlem:1
GSM528140.ch2-vs-GSM528140.ch1	TEMPERATURE:37°C
GSM528140.ch2-vs-GSM528140.ch1	OD600:0.5
GSM528140.ch2-vs-GSM528140.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528166.ch2-vs-GSM528166.ch1	MEDIUM.7H9:1
GSM528166.ch2-vs-GSM528166.ch1	GROWTH.EXPONENTIAL:1
GSM528166.ch2-vs-GSM528166.ch1	STRAIN.2336-02_haarlem:1
GSM528166.ch2-vs-GSM528166.ch1	TEMPERATURE:37°C
GSM528166.ch2-vs-GSM528166.ch1	OD600:0.5
GSM528166.ch2-vs-GSM528166.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528136.ch2-vs-GSM528136.ch1	MEDIUM.7H9:1
GSM528136.ch2-vs-GSM528136.ch1	GROWTH.EXPONENTIAL:1
GSM528136.ch2-vs-GSM528136.ch1	STRAIN.4130-02_haarlem:1
GSM528136.ch2-vs-GSM528136.ch1	TEMPERATURE:37°C
GSM528136.ch2-vs-GSM528136.ch1	OD600:0.5
GSM528136.ch2-vs-GSM528136.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528139.ch2-vs-GSM528139.ch1	MEDIUM.7H9:1
GSM528139.ch2-vs-GSM528139.ch1	GROWTH.EXPONENTIAL:1
GSM528139.ch2-vs-GSM528139.ch1	STRAIN.4130-02_haarlem:1
GSM528139.ch2-vs-GSM528139.ch1	TEMPERATURE:37°C
GSM528139.ch2-vs-GSM528139.ch1	OD600:0.5
GSM528139.ch2-vs-GSM528139.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528135.ch2-vs-GSM528135.ch1	MEDIUM.7H9:1
GSM528135.ch2-vs-GSM528135.ch1	GROWTH.EXPONENTIAL:1
GSM528135.ch2-vs-GSM528135.ch1	STRAIN.4850-03_EAI:1
GSM528135.ch2-vs-GSM528135.ch1	TEMPERATURE:37°C
GSM528135.ch2-vs-GSM528135.ch1	OD600:0.5
GSM528135.ch2-vs-GSM528135.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528149.ch2-vs-GSM528149.ch1	MEDIUM.7H9:1
GSM528149.ch2-vs-GSM528149.ch1	GROWTH.EXPONENTIAL:1
GSM528149.ch2-vs-GSM528149.ch1	STRAIN.4850-03_EAI:1
GSM528149.ch2-vs-GSM528149.ch1	TEMPERATURE:37°C
GSM528149.ch2-vs-GSM528149.ch1	OD600:0.5
GSM528149.ch2-vs-GSM528149.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528153.ch2-vs-GSM528153.ch1	MEDIUM.7H9:1
GSM528153.ch2-vs-GSM528153.ch1	GROWTH.EXPONENTIAL:1
GSM528153.ch2-vs-GSM528153.ch1	STRAIN.5468-02_afri2:1
GSM528153.ch2-vs-GSM528153.ch1	TEMPERATURE:37°C
GSM528153.ch2-vs-GSM528153.ch1	OD600:0.5
GSM528153.ch2-vs-GSM528153.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528134.ch2-vs-GSM528134.ch1	MEDIUM.7H9:1
GSM528134.ch2-vs-GSM528134.ch1	GROWTH.EXPONENTIAL:1
GSM528134.ch2-vs-GSM528134.ch1	STRAIN.5468-02_afri2:1
GSM528134.ch2-vs-GSM528134.ch1	TEMPERATURE:37°C
GSM528134.ch2-vs-GSM528134.ch1	OD600:0.5
GSM528134.ch2-vs-GSM528134.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528159.ch2-vs-GSM528159.ch1	MEDIUM.7H9:1
GSM528159.ch2-vs-GSM528159.ch1	GROWTH.EXPONENTIAL:1
GSM528159.ch2-vs-GSM528159.ch1	STRAIN.947-01_EAI:1
GSM528159.ch2-vs-GSM528159.ch1	TEMPERATURE:37°C
GSM528159.ch2-vs-GSM528159.ch1	OD600:0.5
GSM528159.ch2-vs-GSM528159.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528161.ch2-vs-GSM528161.ch1	MEDIUM.7H9:1
GSM528161.ch2-vs-GSM528161.ch1	GROWTH.EXPONENTIAL:1
GSM528161.ch2-vs-GSM528161.ch1	STRAIN.947-01_EAI:1
GSM528161.ch2-vs-GSM528161.ch1	TEMPERATURE:37°C
GSM528161.ch2-vs-GSM528161.ch1	OD600:0.5
GSM528161.ch2-vs-GSM528161.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528144.ch2-vs-GSM528144.ch1	MEDIUM.7H9:1
GSM528144.ch2-vs-GSM528144.ch1	GROWTH.EXPONENTIAL:1
GSM528144.ch2-vs-GSM528144.ch1	STRAIN.9532-03_haarlem:1
GSM528144.ch2-vs-GSM528144.ch1	TEMPERATURE:37°C
GSM528144.ch2-vs-GSM528144.ch1	OD600:0.5
GSM528144.ch2-vs-GSM528144.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528165.ch2-vs-GSM528165.ch1	MEDIUM.7H9:1
GSM528165.ch2-vs-GSM528165.ch1	GROWTH.EXPONENTIAL:1
GSM528165.ch2-vs-GSM528165.ch1	STRAIN.9532-03_haarlem:1
GSM528165.ch2-vs-GSM528165.ch1	TEMPERATURE:37°C
GSM528165.ch2-vs-GSM528165.ch1	OD600:0.5
GSM528165.ch2-vs-GSM528165.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528163.ch2-vs-GSM528163.ch1	MEDIUM.7H9:1
GSM528163.ch2-vs-GSM528163.ch1	GROWTH.EXPONENTIAL:1
GSM528163.ch2-vs-GSM528163.ch1	STRAIN.H37Rv:1
GSM528163.ch2-vs-GSM528163.ch1	TEMPERATURE:37°C
GSM528163.ch2-vs-GSM528163.ch1	OD600:0.5
GSM528163.ch2-vs-GSM528163.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM528167.ch2-vs-GSM528167.ch1	MEDIUM.7H9:1
GSM528167.ch2-vs-GSM528167.ch1	GROWTH.EXPONENTIAL:1
GSM528167.ch2-vs-GSM528167.ch1	STRAIN.H37Rv:1
GSM528167.ch2-vs-GSM528167.ch1	TEMPERATURE:37°C
GSM528167.ch2-vs-GSM528167.ch1	OD600:0.5
GSM528167.ch2-vs-GSM528167.ch1	MACROPHAGE_MURINE.ACTIVE:+1
GSM216623.ch1-vs-GSM216623.ch2	MEDIUM.MM:1
GSM216623.ch1-vs-GSM216623.ch2	STRAIN.H37Rv:1
GSM216623.ch1-vs-GSM216623.ch2	FeCl3:50-48µM
GSM216624.ch1-vs-GSM216624.ch2	MEDIUM.MM:1
GSM216624.ch1-vs-GSM216624.ch2	STRAIN.H37Rv:1
GSM216624.ch1-vs-GSM216624.ch2	FeCl3:50-48µM
GSM216625.ch1-vs-GSM216625.ch2	MEDIUM.MM:1
GSM216625.ch1-vs-GSM216625.ch2	STRAIN.H37Rv:1
GSM216625.ch1-vs-GSM216625.ch2	FeCl3:50-48µM
GSM216626.ch1-vs-GSM216626.ch2	MEDIUM.MM:1
GSM216626.ch1-vs-GSM216626.ch2	STRAIN.H37Rv:1
GSM216626.ch1-vs-GSM216626.ch2	FeCl3:50-48µM
GSM216627.ch1-vs-GSM216627.ch2	MEDIUM.MM:1
GSM216627.ch1-vs-GSM216627.ch2	STRAIN.H37Rv:1
GSM216627.ch1-vs-GSM216627.ch2	FeCl3:50-48µM
GSM216628.ch1-vs-GSM216628.ch2	MEDIUM.MM:1
GSM216628.ch1-vs-GSM216628.ch2	STRAIN.H37Rv:1
GSM216628.ch1-vs-GSM216628.ch2	FeCl3:50-48µM
GSM216629.ch2-vs-GSM216629.ch1	MEDIUM.MM:1
GSM216629.ch2-vs-GSM216629.ch1	STRAIN.H37Rv:1
GSM216629.ch2-vs-GSM216629.ch1	FeCl3:50µM
GSM216629.ch2-vs-GSM216629.ch1	ideR_Rv2711.DELETION+MUT:+1
GSM216630.ch2-vs-GSM216630.ch1	MEDIUM.MM:1
GSM216630.ch2-vs-GSM216630.ch1	STRAIN.H37Rv:1
GSM216630.ch2-vs-GSM216630.ch1	FeCl3:50µM
GSM216630.ch2-vs-GSM216630.ch1	ideR_Rv2711.DELETION+MUT:+1
GSM216631.ch2-vs-GSM216631.ch1	MEDIUM.MM:1
GSM216631.ch2-vs-GSM216631.ch1	STRAIN.H37Rv:1
GSM216631.ch2-vs-GSM216631.ch1	FeCl3:50µM
GSM216631.ch2-vs-GSM216631.ch1	ideR_Rv2711.DELETION+MUT:+1
GSM216632.ch2-vs-GSM216632.ch1	MEDIUM.MM:1
GSM216632.ch2-vs-GSM216632.ch1	STRAIN.H37Rv:1
GSM216632.ch2-vs-GSM216632.ch1	FeCl3:50µM
GSM216632.ch2-vs-GSM216632.ch1	ideR_Rv2711.DELETION+MUT:+1
GSM216633.ch2-vs-GSM216633.ch1	MEDIUM.MM:1
GSM216633.ch2-vs-GSM216633.ch1	STRAIN.H37Rv:1
GSM216633.ch2-vs-GSM216633.ch1	FeCl3:50µM
GSM216633.ch2-vs-GSM216633.ch1	ideR_Rv2711.DELETION+MUT:+1
GSM216634.ch2-vs-GSM216634.ch1	MEDIUM.MM:1
GSM216634.ch2-vs-GSM216634.ch1	STRAIN.H37Rv:1
GSM216634.ch2-vs-GSM216634.ch1	FeCl3:50µM
GSM216634.ch2-vs-GSM216634.ch1	ideR_Rv2711.DELETION+MUT:+1
GSM216636.ch2-vs-GSM216636.ch1	MEDIUM.MM:1
GSM216636.ch2-vs-GSM216636.ch1	STRAIN.H37Rv:1
GSM216636.ch2-vs-GSM216636.ch1	FeCl3:50µM
GSM216636.ch2-vs-GSM216636.ch1	ideR_Rv2711.DELETION+MUT:1
GSM216636.ch2-vs-GSM216636.ch1	ideR_Rv2711.COMPLEMENT:+1
GSM216635.ch2-vs-GSM216635.ch1	MEDIUM.MM:1
GSM216635.ch2-vs-GSM216635.ch1	STRAIN.H37Rv:1
GSM216635.ch2-vs-GSM216635.ch1	FeCl3:50µM
GSM216635.ch2-vs-GSM216635.ch1	ideR_Rv2711.DELETION+MUT:1
GSM216635.ch2-vs-GSM216635.ch1	ideR_Rv2711.COMPLEMENT:+1
GSM216637.ch2-vs-GSM216637.ch1	MEDIUM.MM:1
GSM216637.ch2-vs-GSM216637.ch1	STRAIN.H37Rv:1
GSM216637.ch2-vs-GSM216637.ch1	FeCl3:50µM
GSM216637.ch2-vs-GSM216637.ch1	ideR_Rv2711.COMPLEMENT:+1
GSM216638.ch2-vs-GSM216638.ch1	MEDIUM.MM:1
GSM216638.ch2-vs-GSM216638.ch1	STRAIN.H37Rv:1
GSM216638.ch2-vs-GSM216638.ch1	FeCl3:50µM
GSM216638.ch2-vs-GSM216638.ch1	ideR_Rv2711.DELETION+MUT:1
GSM216638.ch2-vs-GSM216638.ch1	ideR_Rv2711.COMPLEMENT:+1
GSM216639.ch2-vs-GSM216639.ch1	MEDIUM.MM:1
GSM216639.ch2-vs-GSM216639.ch1	STRAIN.H37Rv:1
GSM216639.ch2-vs-GSM216639.ch1	FeCl3:50µM
GSM216639.ch2-vs-GSM216639.ch1	ideR_Rv2711.DELETION+MUT:1
GSM216639.ch2-vs-GSM216639.ch1	ideR_Rv2711.COMPLEMENT:+1
GSM216640.ch2-vs-GSM216640.ch1	MEDIUM.MM:1
GSM216640.ch2-vs-GSM216640.ch1	STRAIN.H37Rv:1
GSM216640.ch2-vs-GSM216640.ch1	FeCl3:50µM
GSM216640.ch2-vs-GSM216640.ch1	ideR_Rv2711.DELETION+MUT:1
GSM216640.ch2-vs-GSM216640.ch1	ideR_Rv2711.COMPLEMENT:+1
GSM214900.ch2-vs-GSM214900.ch1	MEDIUM.7H9:1
GSM214900.ch2-vs-GSM214900.ch1	STRAIN.H37Rv:1
GSM214900.ch2-vs-GSM214900.ch1	sigE_Rv1221.DELETION:+1
GSM214901.ch2-vs-GSM214901.ch1	MEDIUM.7H9:1
GSM214901.ch2-vs-GSM214901.ch1	STRAIN.H37Rv:1
GSM214901.ch2-vs-GSM214901.ch1	sigE_Rv1221.DELETION:+1
GSM214902.ch2-vs-GSM214902.ch1	MEDIUM.7H9:1
GSM214902.ch2-vs-GSM214902.ch1	STRAIN.H37Rv:1
GSM214902.ch2-vs-GSM214902.ch1	sigE_Rv1221.DELETION:+1
GSM214903.ch2-vs-GSM214903.ch1	MEDIUM.7H9:1
GSM214903.ch2-vs-GSM214903.ch1	STRAIN.H37Rv:1
GSM214903.ch2-vs-GSM214903.ch1	SDS:0.05vol%
GSM214903.ch2-vs-GSM214903.ch1	SDS.TIME:90min
GSM214905.ch2-vs-GSM214905.ch1	MEDIUM.7H9:1
GSM214905.ch2-vs-GSM214905.ch1	STRAIN.H37Rv:1
GSM214905.ch2-vs-GSM214905.ch1	SDS:0.05vol%
GSM214905.ch2-vs-GSM214905.ch1	SDS.TIME:90min
GSM214904.ch2-vs-GSM214904.ch1	MEDIUM.7H9:1
GSM214904.ch2-vs-GSM214904.ch1	STRAIN.H37Rv:1
GSM214904.ch2-vs-GSM214904.ch1	SDS:0.05vol%
GSM214904.ch2-vs-GSM214904.ch1	SDS.TIME:90min
GSM214906.ch2-vs-GSM214906.ch1	MEDIUM.7H9:1
GSM214906.ch2-vs-GSM214906.ch1	STRAIN.H37Rv:1
